,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,OF,Chas McCormick (28220425),Chas McCormick,28220425,OF,3300,HOU@TOR 06/05/2023 07:07PM ET,HOU,7.71
,,,,,,,,,,,1B/OF,Connor Joe (28220423),Connor Joe,28220423,1B/OF,3300,OAK@PIT 06/05/2023 07:05PM ET,PIT,7.22
,,,,,,,,,,,OF,Travis Jankowski (28220429),Travis Jankowski,28220429,OF,3200,STL@TEX 06/05/2023 08:05PM ET,TEX,6.32
,,,,,,,,,,,OF,Garrett Mitchell (28220584),Garrett Mitchell,28220584,OF,3200,MIL@CIN 06/05/2023 07:10PM ET,MIL,7.25
,,,,,,,,,,,OF,MJ Melendez (28220426),MJ Melendez,28220426,OF,3200,KC@MIA 06/05/2023 06:40PM ET,KC,6.44
,,,,,,,,,,,OF,Jesus Sanchez (28220427),Jesus Sanchez,28220427,OF,3200,KC@MIA 06/05/2023 06:40PM ET,MIA,5.91
,,,,,,,,,,,3B,Jean Segura (28220428),Jean Segura,28220428,3B,3200,KC@MIA 06/05/2023 06:40PM ET,MIA,4.08
,,,,,,,,,,,OF,Jordan Walker (28220430),Jordan Walker,28220430,OF,3100,STL@TEX 06/05/2023 08:05PM ET,STL,6.35
,,,,,,,,,,,OF,Seth Brown (28220431),Seth Brown,28220431,OF,3100,OAK@PIT 06/05/2023 07:05PM ET,OAK,5.05
,,,,,,,,,,,1B/2B,Charles Leblanc (28220585),Charles Leblanc,28220585,1B/2B,3100,KC@MIA 06/05/2023 06:40PM ET,MIA,0
,,,,,,,,,,,C,Alejandro Kirk (28220440),Alejandro Kirk,28220440,C,3000,HOU@TOR 06/05/2023 07:07PM ET,TOR,4.92
,,,,,,,,,,,OF,Wil Myers (28220588),Wil Myers,28220588,OF,3000,MIL@CIN 06/05/2023 07:10PM ET,CIN,4.84
,,,,,,,,,,,OF,Henry Ramos (28220589),Henry Ramos,28220589,OF,3000,MIL@CIN 06/05/2023 07:10PM ET,CIN,6.11
,,,,,,,,,,,OF,Monte Harrison (28220590),Monte Harrison,28220590,OF,3000,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,OF,Kerry Carpenter (28220587),Kerry Carpenter,28220587,OF,3000,DET@PHI 06/05/2023 06:40PM ET,DET,6.35
,,,,,,,,,,,OF,Jack Suwinski (28220433),Jack Suwinski,28220433,OF,3000,OAK@PIT 06/05/2023 07:05PM ET,PIT,7.8
,,,,,,,,,,,2B/3B,Rougned Odor (28220434),Rougned Odor,28220434,2B/3B,3000,CHC@SD 06/05/2023 09:10PM ET,SD,5.85
,,,,,,,,,,,OF,Jonathan Davis (28220432),Jonathan Davis,28220432,OF,3000,KC@MIA 06/05/2023 06:40PM ET,MIA,8.7
,,,,,,,,,,,OF/SS,Garrett Hampson (28220436),Garrett Hampson,28220436,SS/OF,3000,KC@MIA 06/05/2023 06:40PM ET,MIA,4.09
,,,,,,,,,,,1B/OF,Nick Pratto (28220438),Nick Pratto,28220438,1B/OF,3000,KC@MIA 06/05/2023 06:40PM ET,KC,7.06
,,,,,,,,,,,OF,Robbie Grossman (28220443),Robbie Grossman,28220443,OF,2900,STL@TEX 06/05/2023 08:05PM ET,TEX,6.96
,,,,,,,,,,,1B/OF,Brendan Donovan (28220446),Brendan Donovan,28220446,1B/OF,2900,STL@TEX 06/05/2023 08:05PM ET,STL,6.04
,,,,,,,,,,,SS,Ezequiel Duran (28220448),Ezequiel Duran,28220448,SS,2900,STL@TEX 06/05/2023 08:05PM ET,TEX,7.66
,,,,,,,,,,,C/OF,Eric Haase (28220441),Eric Haase,28220441,C/OF,2900,DET@PHI 06/05/2023 06:40PM ET,DET,4.78
,,,,,,,,,,,C,Garrett Stubbs (28220449),Garrett Stubbs,28220449,C,2900,DET@PHI 06/05/2023 06:40PM ET,PHI,3.75
,,,,,,,,,,,1B,Carlos Santana (28220450),Carlos Santana,28220450,1B,2900,OAK@PIT 06/05/2023 07:05PM ET,PIT,6.88
,,,,,,,,,,,OF,Miguel Andujar (28220591),Miguel Andujar,28220591,OF,2900,OAK@PIT 06/05/2023 07:05PM ET,PIT,3.92
,,,,,,,,,,,1B/3B,Matt Carpenter (28220444),Matt Carpenter,28220444,1B/3B,2900,CHC@SD 06/05/2023 09:10PM ET,SD,5.14
,,,,,,,,,,,C,Andrew Knizner (28220454),Andrew Knizner,28220454,C,2800,STL@TEX 06/05/2023 08:05PM ET,STL,5.96
,,,,,,,,,,,OF,Corey Julks (28220451),Corey Julks,28220451,OF,2800,HOU@TOR 06/05/2023 07:07PM ET,HOU,6.55
,,,,,,,,,,,OF,Kevin Kiermaier (28220452),Kevin Kiermaier,28220452,OF,2800,HOU@TOR 06/05/2023 07:07PM ET,TOR,6.85
,,,,,,,,,,,1B,Jose Abreu (28220457),Jose Abreu,28220457,1B,2800,HOU@TOR 06/05/2023 07:07PM ET,HOU,4.82
,,,,,,,,,,,2B/3B,Alejo Lopez (28220592),Alejo Lopez,28220592,2B/3B,2800,MIL@CIN 06/05/2023 07:10PM ET,CIN,0
,,,,,,,,,,,1B/3B,Jason Vosler (28220594),Jason Vosler,28220594,1B/3B,2800,MIL@CIN 06/05/2023 07:10PM ET,CIN,4.9
,,,,,,,,,,,2B/OF,Ji Hwan Bae (28220455),Ji Hwan Bae,28220455,2B/OF,2800,OAK@PIT 06/05/2023 07:05PM ET,PIT,6.48
,,,,,,,,,,,SS,Joey Wendle (28220453),Joey Wendle,28220453,SS,2800,KC@MIA 06/05/2023 06:40PM ET,MIA,4.12
,,,,,,,,,,,OF,Edward Olivares (28220458),Edward Olivares,28220458,OF,2800,KC@MIA 06/05/2023 06:40PM ET,KC,6.52
,,,,,,,,,,,C,Freddy Fermin (28220459),Freddy Fermin,28220459,C,2800,KC@MIA 06/05/2023 06:40PM ET,KC,4.78
,,,,,,,,,,,C,Yainer Diaz (28220465),Yainer Diaz,28220465,C,2700,HOU@TOR 06/05/2023 07:07PM ET,HOU,5.08
,,,,,,,,,,,2B/3B,Abraham Toro (28220460),Abraham Toro,28220460,2B/3B,2700,MIL@CIN 06/05/2023 07:10PM ET,MIL,10.5
,,,,,,,,,,,C,Victor Caratini (28220462),Victor Caratini,28220462,C,2700,MIL@CIN 06/05/2023 07:10PM ET,MIL,5.41
,,,,,,,,,,,OF,Jesse Winker (28220596),Jesse Winker,28220596,OF,2700,MIL@CIN 06/05/2023 07:10PM ET,MIL,4
,,,,,,,,,,,1B,Spencer Torkelson (28220464),Spencer Torkelson,28220464,1B,2700,DET@PHI 06/05/2023 06:40PM ET,DET,6.57
,,,,,,,,,,,OF,Brandon Marsh (28220466),Brandon Marsh,28220466,OF,2700,DET@PHI 06/05/2023 06:40PM ET,PHI,6.88
,,,,,,,,,,,2B,Esteban Quiroz (28220597),Esteban Quiroz,28220597,2B,2700,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,2B/OF,Mark Mathias (28220467),Mark Mathias,28220467,2B/OF,2700,OAK@PIT 06/05/2023 07:05PM ET,PIT,4.25
,,,,,,,,,,,OF,Trent Grisham (28220463),Trent Grisham,28220463,OF,2700,CHC@SD 06/05/2023 09:10PM ET,SD,5.67
,,,,,,,,,,,OF,Franmil Reyes (28220598),Franmil Reyes,28220598,OF,2700,KC@MIA 06/05/2023 06:40PM ET,KC,4.16
,,,,,,,,,,,OF,Juan Yepez (28220476),Juan Yepez,28220476,OF,2600,STL@TEX 06/05/2023 08:05PM ET,STL,3.25
,,,,,,,,,,,2B/SS,Brice Turang (28220469),Brice Turang,28220469,2B/SS,2600,MIL@CIN 06/05/2023 07:10PM ET,MIL,4.43
,,,,,,,,,,,2B/3B,Kevin Newman (28220473),Kevin Newman,28220473,2B/3B,2600,MIL@CIN 06/05/2023 07:10PM ET,CIN,5.98
,,,,,,,,,,,OF,Akil Baddoo (28220471),Akil Baddoo,28220471,OF,2600,DET@PHI 06/05/2023 06:40PM ET,DET,5.96
,,,,,,,,,,,1B,Darick Hall (28220602),Darick Hall,28220602,1B,2600,DET@PHI 06/05/2023 06:40PM ET,PHI,3.33
,,,,,,,,,,,1B,Ryan Noda (28220472),Ryan Noda,28220472,1B,2600,OAK@PIT 06/05/2023 07:05PM ET,OAK,6.48
,,,,,,,,,,,C,Jason Delay (28220477),Jason Delay,28220477,C,2600,OAK@PIT 06/05/2023 07:05PM ET,PIT,4.48
,,,,,,,,,,,1B,Nelson Cruz (28220599),Nelson Cruz,28220599,1B,2600,CHC@SD 06/05/2023 09:10PM ET,SD,4.72
,,,,,,,,,,,OF,Nelson Velazquez (28220603),Nelson Velazquez,28220603,OF,2600,CHC@SD 06/05/2023 09:10PM ET,CHC,6.15
,,,,,,,,,,,C,Jacob Stallings (28220475),Jacob Stallings,28220475,C,2600,KC@MIA 06/05/2023 06:40PM ET,MIA,3.16
,,,,,,,,,,,2B/OF,Xavier Edwards (28220600),Xavier Edwards,28220600,2B/OF,2600,KC@MIA 06/05/2023 06:40PM ET,MIA,4.78
,,,,,,,,,,,OF,Alec Burleson (28220493),Alec Burleson,28220493,OF,2500,STL@TEX 06/05/2023 08:05PM ET,STL,4.83
,,,,,,,,,,,C,Ivan Herrera (28220606),Ivan Herrera,28220606,C,2500,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,1B,Brandon Belt (28220478),Brandon Belt,28220478,1B,2500,HOU@TOR 06/05/2023 07:07PM ET,TOR,6.09
,,,,,,,,,,,OF,Jake Meyers (28220479),Jake Meyers,28220479,OF,2500,HOU@TOR 06/05/2023 07:07PM ET,HOU,5.83
,,,,,,,,,,,2B/OF,Cavan Biggio (28220481),Cavan Biggio,28220481,2B/OF,2500,HOU@TOR 06/05/2023 07:07PM ET,TOR,4.03
,,,,,,,,,,,OF,Stuart Fairchild (28220483),Stuart Fairchild,28220483,OF,2500,MIL@CIN 06/05/2023 07:10PM ET,CIN,4.85
,,,,,,,,,,,1B/3B,Mike Brosseau (28220485),Mike Brosseau,28220485,1B/3B,2500,MIL@CIN 06/05/2023 07:10PM ET,MIL,3.83
,,,,,,,,,,,C,Luke Maile (28220496),Luke Maile,28220496,C,2500,MIL@CIN 06/05/2023 07:10PM ET,CIN,4.4
,,,,,,,,,,,C,Jake Rogers (28220480),Jake Rogers,28220480,C,2500,DET@PHI 06/05/2023 06:40PM ET,DET,4.68
,,,,,,,,,,,2B/3B,Zack Short (28220494),Zack Short,28220494,2B/3B,2500,DET@PHI 06/05/2023 06:40PM ET,DET,4.52
,,,,,,,,,,,3B,Edmundo Sosa (28220497),Edmundo Sosa,28220497,3B,2500,DET@PHI 06/05/2023 06:40PM ET,PHI,4.52
,,,,,,,,,,,OF,Matt Vierling (28220605),Matt Vierling,28220605,OF,2500,DET@PHI 06/05/2023 06:40PM ET,DET,5.67
,,,,,,,,,,,C,Shea Langeliers (28220489),Shea Langeliers,28220489,C,2500,OAK@PIT 06/05/2023 07:05PM ET,OAK,6.06
,,,,,,,,,,,OF,Ramon Laureano (28220490),Ramon Laureano,28220490,OF,2500,OAK@PIT 06/05/2023 07:05PM ET,OAK,6.42
,,,,,,,,,,,C,Yan Gomes (28220484),Yan Gomes,28220484,C,2500,CHC@SD 06/05/2023 09:10PM ET,CHC,6.94
,,,,,,,,,,,1B/OF,Brandon Dixon (28220491),Brandon Dixon,28220491,1B/OF,2500,CHC@SD 06/05/2023 09:10PM ET,SD,4.31
,,,,,,,,,,,C,Brett Sullivan (28220604),Brett Sullivan,28220604,C,2500,CHC@SD 06/05/2023 09:10PM ET,SD,2.71
,,,,,,,,,,,1B/3B,David Bote (28220607),David Bote,28220607,1B/3B,2500,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,2B/3B,Matt Duffy (28220487),Matt Duffy,28220487,2B/3B,2500,KC@MIA 06/05/2023 06:40PM ET,KC,4.32
,,,,,,,,,,,OF/SS,Josh Smith (28220503),Josh Smith,28220503,SS/OF,2400,STL@TEX 06/05/2023 08:05PM ET,TEX,4.55
,,,,,,,,,,,C,Sam Huff (28220611),Sam Huff,28220611,C,2400,STL@TEX 06/05/2023 08:05PM ET,TEX,2
,,,,,,,,,,,OF,Dylan Carlson (28220612),Dylan Carlson,28220612,OF,2400,STL@TEX 06/05/2023 08:05PM ET,STL,5.09
,,,,,,,,,,,C,Martin Maldonado (28220509),Martin Maldonado,28220509,C,2400,HOU@TOR 06/05/2023 07:07PM ET,HOU,4.19
,,,,,,,,,,,OF/SS,Jose Barrero (28220501),Jose Barrero,28220501,SS/OF,2400,MIL@CIN 06/05/2023 07:10PM ET,CIN,5.31
,,,,,,,,,,,OF,Joey Wiemer (28220505),Joey Wiemer,28220505,OF,2400,MIL@CIN 06/05/2023 07:10PM ET,MIL,5.72
,,,,,,,,,,,1B/OF,Keston Hiura (28220614),Keston Hiura,28220614,1B/OF,2400,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,2B/3B,Andy Ibanez (28220498),Andy Ibanez,28220498,2B/3B,2400,DET@PHI 06/05/2023 06:40PM ET,DET,3.97
,,,,,,,,,,,OF,Jake Cave (28220616),Jake Cave,28220616,OF,2400,DET@PHI 06/05/2023 06:40PM ET,PHI,5.4
,,,,,,,,,,,OF,Simon Muzziotti (28220617),Simon Muzziotti,28220617,OF,2400,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,C,Carlos Perez (28220500),Carlos Perez,28220500,C,2400,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.46
,,,,,,,,,,,2B/SS,Aledmys Diaz (28220506),Aledmys Diaz,28220506,2B/SS,2400,OAK@PIT 06/05/2023 07:05PM ET,OAK,3.56
,,,,,,,,,,,1B,Jesus Aguilar (28220610),Jesus Aguilar,28220610,1B,2400,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.44
,,,,,,,,,,,OF,Canaan Smith-Njigba (28220613),Canaan Smith-Njigba,28220613,OF,2400,OAK@PIT 06/05/2023 07:05PM ET,PIT,3.43
,,,,,,,,,,,OF,Mike Tauchman (28220508),Mike Tauchman,28220508,OF,2400,CHC@SD 06/05/2023 09:10PM ET,CHC,4.93
,,,,,,,,,,,C,Pedro Severino (28220609),Pedro Severino,28220609,C,2400,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,3B,Maikel Garcia (28220510),Maikel Garcia,28220510,3B,2400,KC@MIA 06/05/2023 06:40PM ET,KC,6.81
,,,,,,,,,,,2B/3B,Taylor Motter (28220621),Taylor Motter,28220621,2B/3B,2300,STL@TEX 06/05/2023 08:05PM ET,STL,2.75
,,,,,,,,,,,C,Tyler Heineman (28220511),Tyler Heineman,28220511,C,2300,HOU@TOR 06/05/2023 07:07PM ET,TOR,3.83
,,,,,,,,,,,C,Korey Lee (28220623),Korey Lee,28220623,C,2300,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,OF,Will Benson (28220514),Will Benson,28220514,OF,2300,MIL@CIN 06/05/2023 07:10PM ET,CIN,3.35
,,,,,,,,,,,SS,Andruw Monasterio (28220519),Andruw Monasterio,28220519,SS,2300,MIL@CIN 06/05/2023 07:10PM ET,MIL,8.5
,,,,,,,,,,,1B,Luke Voit (28220624),Luke Voit,28220624,1B,2300,MIL@CIN 06/05/2023 07:10PM ET,MIL,4.14
,,,,,,,,,,,2B,Nick Maton (28220512),Nick Maton,28220512,2B,2300,DET@PHI 06/05/2023 06:40PM ET,DET,4.47
,,,,,,,,,,,1B,Kody Clemens (28220518),Kody Clemens,28220518,1B,2300,DET@PHI 06/05/2023 06:40PM ET,PHI,5.06
,,,,,,,,,,,3B,Vimael Machin (28220627),Vimael Machin,28220627,3B,2300,DET@PHI 06/05/2023 06:40PM ET,PHI,0
,,,,,,,,,,,OF,JJ Bleday (28220513),JJ Bleday,28220513,OF,2300,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.76
,,,,,,,,,,,C,Austin Hedges (28220517),Austin Hedges,28220517,C,2300,OAK@PIT 06/05/2023 07:05PM ET,PIT,3.35
,,,,,,,,,,,C,Manny Pina (28220618),Manny Pina,28220618,C,2300,OAK@PIT 06/05/2023 07:05PM ET,OAK,0
,,,,,,,,,,,2B,Jordan Diaz (28220619),Jordan Diaz,28220619,2B,2300,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.54
,,,,,,,,,,,2B/SS,Chris Owings (28220625),Chris Owings,28220625,2B/SS,2300,OAK@PIT 06/05/2023 07:05PM ET,PIT,1.09
,,,,,,,,,,,1B,Ji Man Choi (28220628),Ji Man Choi,28220628,1B,2300,OAK@PIT 06/05/2023 07:05PM ET,PIT,4.22
,,,,,,,,,,,2B/3B,Miles Mastrobuoni (28220515),Miles Mastrobuoni,28220515,2B/3B,2300,CHC@SD 06/05/2023 09:10PM ET,CHC,3.12
,,,,,,,,,,,1B,Eric Hosmer (28220629),Eric Hosmer,28220629,1B,2300,CHC@SD 06/05/2023 09:10PM ET,CHC,4.52
,,,,,,,,,,,OF,Avisail Garcia (28220620),Avisail Garcia,28220620,OF,2300,KC@MIA 06/05/2023 06:40PM ET,MIA,4.77
,,,,,,,,,,,OF,Oscar Mercado (28220521),Oscar Mercado,28220521,OF,2200,STL@TEX 06/05/2023 08:05PM ET,STL,4.69
,,,,,,,,,,,2B/SS,Brad Miller (28220638),Brad Miller,28220638,2B/SS,2200,STL@TEX 06/05/2023 08:05PM ET,TEX,3.59
,,,,,,,,,,,2B,Santiago Espinal (28220634),Santiago Espinal,28220634,2B,2200,HOU@TOR 06/05/2023 07:07PM ET,TOR,4.4
,,,,,,,,,,,OF,Jordan Luplow (28220635),Jordan Luplow,28220635,OF,2200,HOU@TOR 06/05/2023 07:07PM ET,TOR,1
,,,,,,,,,,,C,Curt Casali (28220522),Curt Casali,28220522,C,2200,MIL@CIN 06/05/2023 07:10PM ET,CIN,2.48
,,,,,,,,,,,1B/3B,Matt Reynolds (28220632),Matt Reynolds,28220632,1B/3B,2200,MIL@CIN 06/05/2023 07:10PM ET,CIN,2.5
,,,,,,,,,,,OF,Tyrone Taylor (28220640),Tyrone Taylor,28220640,OF,2200,MIL@CIN 06/05/2023 07:10PM ET,MIL,3.37
,,,,,,,,,,,C,Alex Jackson (28220641),Alex Jackson,28220641,C,2200,MIL@CIN 06/05/2023 07:10PM ET,MIL,0
,,,,,,,,,,,2B/3B,Jace Peterson (28220525),Jace Peterson,28220525,2B/3B,2200,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.86
,,,,,,,,,,,2B/3B,Jonah Bride (28220527),Jonah Bride,28220527,2B/3B,2200,OAK@PIT 06/05/2023 07:05PM ET,OAK,2
,,,,,,,,,,,SS,Tucupita Marcano (28220529),Tucupita Marcano,28220529,SS,2200,OAK@PIT 06/05/2023 07:05PM ET,PIT,5.12
,,,,,,,,,,,3B/SS,Kevin Smith (28220636),Kevin Smith,28220636,3B/SS,2200,OAK@PIT 06/05/2023 07:05PM ET,OAK,4
,,,,,,,,,,,OF,Vinny Capra (28220643),Vinny Capra,28220643,OF,2200,OAK@PIT 06/05/2023 07:05PM ET,PIT,0
,,,,,,,,,,,C,Austin Nola (28220520),Austin Nola,28220520,C,2200,CHC@SD 06/05/2023 09:10PM ET,SD,2.69
,,,,,,,,,,,1B,Trey Mancini (28220524),Trey Mancini,28220524,1B,2200,CHC@SD 06/05/2023 09:10PM ET,CHC,5.52
,,,,,,,,,,,OF,Max Schrock (28220630),Max Schrock,28220630,OF,2200,CHC@SD 06/05/2023 09:10PM ET,SD,0
,,,,,,,,,,,C,Luis Campusano (28220631),Luis Campusano,28220631,C,2200,CHC@SD 06/05/2023 09:10PM ET,SD,4.86
,,,,,,,,,,,2B,Michael Massey (28220523),Michael Massey,28220523,2B,2200,KC@MIA 06/05/2023 06:40PM ET,KC,4.88
,,,,,,,,,,,OF,Kyle Isbel (28220642),Kyle Isbel,28220642,OF,2200,KC@MIA 06/05/2023 06:40PM ET,KC,5.35
,,,,,,,,,,,C,Sandy Leon (28220533),Sandy Leon,28220533,C,2100,STL@TEX 06/05/2023 08:05PM ET,TEX,2.17
,,,,,,,,,,,2B/3B,Ernie Clement (28220534),Ernie Clement,28220534,2B/3B,2100,HOU@TOR 06/05/2023 07:07PM ET,TOR,2.33
,,,,,,,,,,,1B/OF,J.J. Matijevic (28220648),J.J. Matijevic,28220648,1B/OF,2100,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,OF,Blake Perkins (28220537),Blake Perkins,28220537,OF,2100,MIL@CIN 06/05/2023 07:10PM ET,MIL,2.67
,,,,,,,,,,,1B,Darin Ruf (28220645),Darin Ruf,28220645,1B,2100,MIL@CIN 06/05/2023 07:10PM ET,MIL,3.35
,,,,,,,,,,,3B/OF,Tyler Nevin (28220530),Tyler Nevin,28220530,3B/OF,2100,DET@PHI 06/05/2023 06:40PM ET,DET,2.79
,,,,,,,,,,,2B/3B,Josh Harrison (28220540),Josh Harrison,28220540,2B/3B,2100,DET@PHI 06/05/2023 06:40PM ET,PHI,2.89
,,,,,,,,,,,2B,Tony Kemp (28220532),Tony Kemp,28220532,2B,2100,OAK@PIT 06/05/2023 07:05PM ET,OAK,3.59
,,,,,,,,,,,OF,Conner Capel (28220646),Conner Capel,28220646,OF,2100,OAK@PIT 06/05/2023 07:05PM ET,OAK,4.27
,,,,,,,,,,,1B,Matt Mervis (28220536),Matt Mervis,28220536,1B,2100,CHC@SD 06/05/2023 09:10PM ET,CHC,4.6
,,,,,,,,,,,OF,David Dahl (28220644),David Dahl,28220644,OF,2100,CHC@SD 06/05/2023 09:10PM ET,SD,3.5
,,,,,,,,,,,2B/3B,Nick Madrigal (28220650),Nick Madrigal,28220650,2B/3B,2100,CHC@SD 06/05/2023 09:10PM ET,CHC,4.24
,,,,,,,,,,,3B/SS,Sergio Alcantara (28220652),Sergio Alcantara,28220652,3B/SS,2100,CHC@SD 06/05/2023 09:10PM ET,CHC,0
,,,,,,,,,,,2B/3B,Nicky Lopez (28220538),Nicky Lopez,28220538,2B/3B,2100,KC@MIA 06/05/2023 06:40PM ET,KC,4.25
,,,,,,,,,,,OF,Peyton Burdick (28220647),Peyton Burdick,28220647,OF,2100,KC@MIA 06/05/2023 06:40PM ET,MIA,3.86
,,,,,,,,,,,1B,Luken Baker (28220545),Luken Baker,28220545,1B,2000,STL@TEX 06/05/2023 08:05PM ET,STL,6
,,,,,,,,,,,OF,Bubba Thompson (28220671),Bubba Thompson,28220671,OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,2.72
,,,,,,,,,,,OF,Rafael Ortega (28220672),Rafael Ortega,28220672,OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,1B,Yoshi Tsutsugo (28220673),Yoshi Tsutsugo,28220673,1B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SS,Masyn Winn (28220684),Masyn Winn,28220684,SS,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,OF,Julio Pablo Martinez (28220685),Julio Pablo Martinez,28220685,OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,3B/SS,Kramer Robertson (28220687),Kramer Robertson,28220687,3B/SS,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,3B,Davis Wendzel (28220693),Davis Wendzel,28220693,3B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,2B,Jonathan Ornelas (28220699),Jonathan Ornelas,28220699,2B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,1B/3B,Dustin Harris (28220700),Dustin Harris,28220700,1B/3B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,OF,Joshua Baez (28220703),Joshua Baez,28220703,OF,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,SS,Luisangel Acuna (28220714),Luisangel Acuna,28220714,SS,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SS,Cam Cauley (28220717),Cam Cauley,28220717,SS,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,3B/SS,Ryan Dorow (28220738),Ryan Dorow,28220738,3B/SS,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,2B,Justin Foscue (28220749),Justin Foscue,28220749,2B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,C,David Garcia (28220750),David Garcia,28220750,C,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,2B,Keithron Moss (28220751),Keithron Moss,28220751,2B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,OF,Sandro Fabian (28220754),Sandro Fabian,28220754,OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SS,Chris Seise (28220765),Chris Seise,28220765,SS,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,2B/3B,Nick Tanielu (28220772),Nick Tanielu,28220772,2B/3B,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,SS,Jose Fermin (28220785),Jose Fermin,28220785,SS,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,OF,Scott Hurst (28220794),Scott Hurst,28220794,OF,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,3B,Juniel Querecuto (28220803),Juniel Querecuto,28220803,3B,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,SS,Maximo Acosta (28220836),Maximo Acosta,28220836,SS,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,OF,Evan Carter (28220837),Evan Carter,28220837,OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,2B/OF,Trevor Hauver (28220849),Trevor Hauver,28220849,2B/OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,OF,Moises Gomez (28220857),Moises Gomez,28220857,OF,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,OF,Elier Hernandez (28220878),Elier Hernandez,28220878,OF,2000,STL@TEX 06/05/2023 08:05PM ET,TEX,0
,,,,,,,,,,,C,Tres Barrera (28220892),Tres Barrera,28220892,C,2000,STL@TEX 06/05/2023 08:05PM ET,STL,0
,,,,,,,,,,,OF,Nathan Lukes (28220552),Nathan Lukes,28220552,OF,2000,HOU@TOR 06/05/2023 07:07PM ET,TOR,1.37
,,,,,,,,,,,C,Cesar Salazar (28220555),Cesar Salazar,28220555,C,2000,HOU@TOR 06/05/2023 07:07PM ET,HOU,1
,,,,,,,,,,,2B/OF,Otto Lopez (28220667),Otto Lopez,28220667,2B/OF,2000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,1B/OF,Bligh Madris (28220676),Bligh Madris,28220676,1B/OF,2000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,SS,Alex De Jesus (28220681),Alex De Jesus,28220681,SS,2000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
,,,,,,,,,,,SS,Grae Kessinger (28220694),Grae Kessinger,28220694,SS,2000,HOU@TOR 06/05/2023 07:07PM ET,HOU,0
,,,,,,,,,,,C,Jamie Ritchie (28220696),Jamie Ritchie,28220696,C,2000,HOU@TOR 06/05/2023 07:07PM ET,TOR,0
